# CONDITIONED_INTERNAL = gene size, gene density, sample size, inverse mac, log(gene size), log(gene density), log(sample size), log(inverse mac)
GENE       CHR      START       STOP  NSNPS  NPARAM       N        ZSTAT  ZFITTED_BASE  ZRESID_BASE
2319        17   27205856   27225715     57      22  251698      -0.5072    5.2514e-14      -0.5072
147015      17   27224299   27231089     21      11  189208     -0.24972    5.2486e-14     -0.24972
57649       17   27231764   27279622    133      55  146396       -1.373    5.2403e-14       -1.373
124925      17   27281423   27334458    160      48  193977      -1.3613    5.2403e-14      -1.3613
51268       17   27368918   27384745     68      22  174815      -2.1877    5.2403e-14      -2.1877
399687      17   27400028   27508432    449      60  225389       1.3105    5.2403e-14       1.3105
9220        17   27400039   27403627     12       9  167760     -0.28692    5.2458e-14     -0.28692
1411        17   27572875   27582012     38      18  220503     -0.28164    5.2458e-14     -0.28164
57532       17   27582354   27622166    155      37  240636     -0.64486    5.2514e-14     -0.64486
57551       17   27716943   27879421    532      43  244687       -2.972    5.2403e-14       -2.972
116236      17   27887179   27895042     23      16  155209      0.88067    5.2514e-14      0.88067
90313       17   27893198   27900675     23      14  194165       1.1671    5.2403e-14       1.1671
28964       17   27899987   27917610     59      26  234517      0.27912    5.2458e-14      0.27912
124930      17   27919527   27942279     67      30  165758     -0.93289    5.2514e-14     -0.93289
84940       17   27941274   27950926     32      19  156502      -1.5168    5.2403e-14      -1.5168
85464       17   27952456   28258231    955      69  181148     0.077861    5.2486e-14     0.077861
374786      17   28255874   28435970    602      51  182290      0.13899    5.2486e-14      0.13899
84081       17   28442821   28513993    315      41  155488      0.77779    5.2514e-14      0.77779
6532        17   28520837   28563986    180      51  176500      0.99667    5.2514e-14      0.99667
642         17   28574713   28620184    139      38  245549      -1.9425    5.2403e-14      -1.9425
388364      17   28642851   28662065     88      21  185740      0.45508    5.2458e-14      0.45508
1362        17   28704942   28797175    229      40  229701      0.66122    5.2514e-14      0.66122
9527        17   28803426   28854332    130      35  199151     -0.65977    5.2514e-14     -0.65977
26083       17   28883124   28891011     34      15  160711     -0.86832    5.2514e-14     -0.86832
51379       17   29109202   29152778    211      17  289756     -0.06996    5.2486e-14     -0.06996
79915       17   29158020   29222795    245      28  258173     0.049284    5.2479e-14     0.049284
79736       17   29225501   29234286     31       7  313465    -0.044354    5.2479e-14    -0.044354
55803       17   29247698   29286840    115      31  122384        1.675    5.2403e-14        1.675
84282       17   29295224   29327429     82      25   91446       1.1185    5.2403e-14       1.1185
4763        17   29420945   29705195    809      38  196262      -0.5946    5.2514e-14      -0.5946
4974        17   29621168   29625380      6       4  165676      0.82959    5.2514e-14      0.82959
2124        17   29629388   29642130     30       9  274976      -1.8578    5.2403e-14      -1.8578
2123        17   29642928   29649767     27       8  187757      0.29636    5.2458e-14      0.29636
84440       17   29717642   29865732    741     112  247039     -0.60589    5.2514e-14     -0.60589
55352       17   30178384   30187326     32      14  281325     -0.59143    5.2514e-14     -0.59143
55813       17   30189690   30229729    171      33  274566     -0.42383    5.2458e-14     -0.42383
23512       17   30263044   30328557    316      27  206027       1.5887    5.2403e-14       1.5887
114659      17   30347155   30381019     88      26  148173       1.5059    5.2403e-14       1.5059
55288       17   30468473   30553246    331      39  157915       1.1771    5.2403e-14       1.1771
162494      17   30592195   30652180    298      52  279905      -1.1021    5.2403e-14      -1.1021
64149       17   30654960   30678066     60      31  156206     -0.81631    5.2514e-14     -0.81631
7756        17   30676071   30697968     89      31  207965      -1.6118    5.2403e-14      -1.6118
5717        17   30770481   30810837    101      41  175228      -1.8558    5.2403e-14      -1.8558
8851        17   30813105   30818771     14       8  177136      0.98273    5.2514e-14      0.98273
4642        17   30819128   31204902   1573     108  208068     -0.24915    5.2486e-14     -0.24915
26022       17   31253928   31269167     65      18  276706      0.62476    5.2514e-14      0.62476
124912      17   31317882   31325395     88      40  236540     -0.26517    5.2458e-14     -0.26517
40          17   31339605   32484825   6309     440  263473      -1.0511    5.2403e-14      -1.0511
6347        17   32581296   32584722     11       6  262707      0.77263    5.2514e-14      0.77263
6354        17   32596235   32599761     15       9  159594     -0.71996    5.2514e-14     -0.71996
6356        17   32611687   32615699     20      12  286208     -0.81234    5.2514e-14     -0.81234
6355        17   32645066   32648921     19      10  203662      0.57359    5.2514e-14      0.57359
6357        17   32682471   32686129     20       9  238999      0.73328    5.2514e-14      0.73328
6346        17   32686847   32691252     27      10  245886      0.30414    5.2458e-14      0.30414
400591      17   32900642   32907388     40      16  264067      0.36292    5.2458e-14      0.36292
124842      17   32906768   32966837    263      56  232895     -0.41157    5.2458e-14     -0.41157
10693       17   33254378   33308968    162      59  209546     -0.56579    5.2514e-14     -0.56579
91603       17   33287549   33290705     16       9  247527      -0.8837    5.2514e-14      -0.8837
3980        17   33306517   33332588     90      48  136633      -2.5203    5.2403e-14      -2.5203
117584      17   33335631   33417348    235      69  150512      -1.1796    5.2403e-14      -1.1796
5892        17   33426311   33447888     66      32  204060      0.14457    5.2486e-14      0.14457
54752       17   33447598   33458251     40      24  174796     -0.64309    5.2514e-14     -0.64309
54475       17   33457868   33470322     34      21  176980    -0.030595    5.2479e-14    -0.030595
146862      17   33473787   33516864    209      45  254489     -0.53239    5.2514e-14     -0.53239
146861      17   33519039   33522412     13       5  123652      -0.7866    5.2514e-14      -0.7866
162394      17   33569086   33595268    146      33  273476      -1.1736    5.2403e-14      -1.1736
91607       17   33676824   33701821    107      36  284953      -1.5137    5.2403e-14      -1.5137
55106       17   33737579   33761302    133      28  273105     -0.53937    5.2514e-14     -0.53937
146857      17   33761615   33776856     74      26  267379      0.42511    5.2458e-14      0.42511
100506736   17   33801442   33815758     77      21  306437      0.12498    5.2486e-14      0.12498
342618      17   33874228   33887783     75      18  376327      -1.0802    5.2403e-14      -1.0802
5193        17   33901314   33906656     17       9  292674     -0.38236    5.2458e-14     -0.38236
163         17   33912918   34053936    726      51  275518    -0.022241    5.2479e-14    -0.022241
91608       17   34057679   34071040     49      20  260121      0.79156    5.2514e-14      0.79156
246176      17   34071030   34080897     57      19  266639       1.2683    5.2403e-14       1.2683
79148       17   34082816   34123711    163      35  273480        1.292    5.2403e-14        1.292
146853      17   34086890   34092598     23      10  276600       1.0707    5.2403e-14       1.0707
8148        17   34135459   34174746    150      34  253181      0.74739    5.2514e-14      0.74739
256957      17   34181398   34196895     61      19  255286      0.74135    5.2514e-14      0.74135
6352        17   34197995   34208377     31      11  328065       1.1427    5.2403e-14       1.1427
201299      17   34244584   34258780     54      12  281224       0.4446    5.2458e-14       0.4446
57151       17   34261022   34271714     74      15  289587      0.41056    5.2458e-14      0.41056
6360        17   34303029   34311373     44      18  263458      0.39227    5.2458e-14      0.39227
6358        17   34310192   34314764     21       6  348051      -1.2716    5.2403e-14      -1.2716
6359        17   34322976   34330084     52      13  317029        2.002    5.2403e-14        2.002
6368        17   34339596   34346005     41      14  239591       0.2601    5.2458e-14       0.2601
6362        17   34390643   34399341     43      18  210917     0.017045    5.2479e-14     0.017045
6348        17   34415102   34418506     19       7  152956      -1.1344    5.2403e-14      -1.1344
6351        17   34430220   34433514     35       9  244245      -1.5618    5.2403e-14      -1.5618
414059      17   34492561   34505035      1       1    3443      -1.7452    5.2403e-14      -1.7452
9560        17   34537468   34540775      1       1    6867      0.96022    5.2514e-14      0.96022
729877      17   34745436   34758050      1       1    5332      0.52207    5.2514e-14      0.52207
9326        17   34841471   34855654     58      23  214924     -0.60693    5.2514e-14     -0.60693
80179       17   34851099   34892305    167      48  199192     -0.90365    5.2514e-14     -0.90365
284098      17   34889849   34895717     17      10  197851      0.12679    5.2486e-14      0.12679
79893       17   34899737   34946778    164      38  230301      -1.2068    5.2403e-14      -1.2068
79154       17   34947226   34957733     31      12  274918     -0.40547    5.2458e-14     -0.40547
79922       17   34957010   34965907     35      16  204955      -2.3278    5.2403e-14      -2.3278
3975        17   35293772   35302415     33      15  237322      0.96607    5.2514e-14      0.96607
26574       17   35305175   35414671    415      47  154827      0.21189    5.2486e-14      0.21189
31          17   35441427   35767902   1069      82  183276     -0.78177    5.2514e-14     -0.78177
284099      17   35731928   35750312     79      40  144086     -0.48673    5.2458e-14     -0.48673
6871        17   35765977   35840330    331      37  270486     -0.25698    5.2458e-14     -0.25698
11072       17   35848951   35874103    103      30  273874      -1.5851    5.2403e-14      -1.5851
11276       17   35874400   35970544    343      68  190487     -0.74662    5.2514e-14     -0.74662
11056       17   35971863   36004493    134      46  148803      -1.8947    5.2403e-14      -1.8947
6928        17   36045934   36106096    292      83  266542     -0.41013    5.2458e-14     -0.41013
84311       17   36451989   36479601     91      31  184451      0.92283    5.2514e-14      0.92283
440435      17   36480993   36500693     82      35  174483    -0.013345    5.2481e-14    -0.013345
30837       17   36507007   36562346    179      38  226801      0.25537    5.2458e-14      0.25537
57636       17   36583720   36669128    412      70  270261     -0.79023    5.2514e-14     -0.79023
80725       17   36685759   36763183    280      50  215614      -1.3969    5.2403e-14      -1.3969
100170841   17   36827456   36832187     15       8  224430       0.3773    5.2458e-14       0.3773
4302        17   36860873   36886556     78      48  140676      -2.0679    5.2403e-14      -2.0679
284106      17   36885510   36892358     17       9  311360      -1.1066    5.2403e-14      -1.1066
7703        17   36889650   36907070     87      33  261604      0.19022    5.2486e-14      0.19022
5691        17   36907978   36920984     62      24  239508      0.66911    5.2514e-14      0.66911
8396        17   36921444   36957218    153      40  242343      0.52359    5.2514e-14      0.52359
54883       17   36956187   36982603    121      30  240214       2.1409    5.2403e-14       2.1409
388381      17   36990841   36998642     39      15  320371      0.14609    5.2486e-14      0.14609
9349        17   37005821   37011053     22      13  282328     -0.72382    5.2514e-14     -0.72382
3927        17   37025112   37078523    299      65  247992      -1.6015    5.2403e-14      -1.6015
494188      17   37092185   37124655     77      39  172983      -1.7158    5.2403e-14      -1.7158
57125       17   37219056   37309946    516      53  303740      -1.2747    5.2403e-14      -1.2747
390790      17   37312647   37323414     80      22  280872      -1.7012    5.2403e-14      -1.7012
782         17   37329209   37354956    112      49  158985      -1.7145    5.2403e-14      -1.7145
6143        17   37355536   37361480     21      13  167692      0.54154    5.2514e-14      0.54154
342667      17   37366289   37383040     97      34  141717     0.045674    5.2479e-14     0.045674
101929578   17   37393040   37402543     27       8  238947      0.94626    5.2514e-14      0.94626
84961       17   37408397   37559530    614      44  223222       0.7901    5.2514e-14       0.7901
5469        17   37560038   37608527    167      32  229831      0.86067    5.2514e-14      0.86067
51755       17   37616739   37721898    385      39  247296      0.68493    5.2514e-14      0.68493
4761        17   37759521   37765175     11       5  264107      -1.0512    5.2403e-14      -1.0512
84152       17   37782177   37793378     44      15  267779    -0.084449    5.2486e-14    -0.084449
10948       17   37792333   37820954    127      25  281831     -0.06969    5.2486e-14     -0.06969
8557        17   37820599   37823307     15       9  168901     -0.58146    5.2514e-14     -0.58146
5409        17   37823234   37827228     20      12  176382       0.5353    5.2514e-14       0.5353
93210       17   37826875   37845310     84       9  325411      0.61934    5.2514e-14      0.61934
2064        17   37843167   37885415    142      52  176537     -0.29251    5.2458e-14     -0.29251
84299       17   37884909   37887792      9       6  114872      -0.7425    5.2514e-14      -0.7425
2886        17   37893162   37904038     37      16  189310     -0.51909    5.2514e-14     -0.51909
22806       17   37913468   38021441    406      23  267857      0.59473    5.2514e-14      0.59473
124626      17   38023417   38034649     64      12  269362      0.51195    5.2514e-14      0.51195
55876       17   38060348   38075903     88      15  268078      0.49616    5.2458e-14      0.49616
94103       17   38076794   38084884     40      21  164612     -0.96842    5.2514e-14     -0.96842
101928947   17   38082156   38096453     65      22  222154     -0.24569    5.2486e-14     -0.24569
100505591   17   38096727   38101487     29      11  257251     -0.64405    5.2514e-14     -0.64405
284110      17   38118226   38134519     90      23  258585      0.70609    5.2514e-14      0.70609
5709        17   38136021   38154713    108      21  281610       1.3647    5.2403e-14       1.3647
1440        17   38170614   38174566     24       9  305894       1.3021    5.2403e-14       1.3021
9862        17   38174850   38211889    178      39  177587       1.0147    5.2403e-14       1.0147
7067        17   38217446   38250620    117      41  175368        1.223    5.2403e-14        1.223
9572        17   38248537   38257978     35      15  275736       0.6165    5.2514e-14       0.6165
339287      17   38277235   38293547     62      17  229976      -1.4305    5.2403e-14      -1.4305
22794       17   38295507   38328931    113      36  184343      -2.6614    5.2403e-14      -2.6614
51195       17   38333242   38352406     61      22  277598     -0.60796    5.2514e-14     -0.60796
147179      17   38374556   38439444    235      47  215760      -1.3806    5.2403e-14      -1.3806
990         17   38443146   38459913     48      21  175479      -1.8399    5.2403e-14      -1.8399
5914        17   38464423   38514395    146      43  204948      -1.2774    5.2403e-14      -1.2774
125111      17   38516404   38521945     23       7  297803     -0.33339    5.2458e-14     -0.33339
7153        17   38544273   38575202     92      24  229285    -0.054557    5.2479e-14    -0.054557
3487        17   38598676   38614482     62      21  275205      -1.1639    5.2403e-14      -1.1639
84951       17   38631580   38658933    153      45  252656     -0.79113    5.2514e-14     -0.79113
1236        17   38709521   38722736     47      22  219874      0.26137    5.2458e-14      0.26137
6605        17   38780714   38806658    103      37  225494     -0.69041    5.2514e-14     -0.69041
125113      17   38811372   38822416     36      12  247334     -0.95612    5.2514e-14     -0.95612
192666      17   38853743   38861002     39      18  132208     -0.07361    5.2486e-14     -0.07361
147183      17   38903773   38912584     40      14  260826     -0.19765    5.2486e-14     -0.19765
353288      17   38921990   38929411     47      20  215102     -0.62218    5.2514e-14     -0.62218
342574      17   38932560   38939786     37      13  306369     -0.36822    5.2458e-14     -0.36822
162605      17   38947948   38957211     55      22  252136      0.11959    5.2486e-14      0.11959
3858        17   38973869   38979863     28      13  247894       1.3451    5.2403e-14       1.3451
147184      17   38974344   38993026     79      23  321895       1.4339    5.2403e-14       1.4339
3859        17   39016930   39024462     34      18  233031      0.26737    5.2458e-14      0.26737
54474       17   39031641   39042495     53      17  313324       1.1838    5.2403e-14       1.1838
25984       17   39078448   39094895    100      22  304137        1.655    5.2403e-14        1.655
390792      17   39114169   39124144     49      14  290754      0.31278    5.2458e-14      0.31278
125115      17   39133468   39144387    109      11  386159     -0.65985    5.2514e-14     -0.65985
85293       17   39149182   39151385     25       9  311922     -0.93183    5.2514e-14     -0.93183
83897       17   39154945   39157138     27       7  358731     -0.58667    5.2514e-14     -0.58667
83896       17   39164273   39166366      9       3  428593     -0.43605    5.2458e-14     -0.43605
83895       17   39181778   39184454     14       5  412429      0.76998    5.2514e-14      0.76998
728255      17   39185429   39187377     17       5  342237      0.83101    5.2514e-14      0.83101
81850       17   39189636   39192107     21       7  257541       0.3466    5.2458e-14       0.3466
81851       17   39196311   39198713     24       9  209031      0.30709    5.2458e-14      0.30709
81872       17   39202293   39204568     16       6  216549      0.38334    5.2458e-14      0.38334
728279      17   39210250   39212463     14       4   84626      -1.0687    5.2403e-14      -1.0687
730755      17   39214992   39217344     26       9   70934      0.88422    5.2514e-14      0.88422
85294       17   39220868   39223131     14       6  284166     -0.33727    5.2458e-14     -0.33727
100132476   17   39239459   39241896     17       6  231852       -2.074    5.2403e-14       -2.074
728224      17   39252733   39255375     43       8  338306     -0.41216    5.2458e-14     -0.41216
100132386   17   39260641   39263240     17       5  230867      0.40389    5.2458e-14      0.40389
653240      17   39272933   39275606     17       3  343236      0.19544    5.2486e-14      0.19544
83755       17   39278843   39281419     19       5  281644       0.1499    5.2486e-14       0.1499
81871       17   39295185   39297739     23       9  197997      -1.0117    5.2403e-14      -1.0117
85289       17   39304676   39307054      8       4  424924      0.19728    5.2486e-14      0.19728
84616       17   39315405   39317983     16       5    6762      0.45841    5.2458e-14      0.45841
85290       17   39322983   39325424     16       2   44445      0.22827    5.2486e-14      0.22827
85291       17   39333198   39335460     18       5  352918      0.54495    5.2514e-14      0.54495
85285       17   39339852   39342147     17       3  400417     -0.02689    5.2479e-14     -0.02689
728318      17   39345139   39347391     10       7  246847      0.85211    5.2514e-14      0.85211
83899       17   39381900   39384404      9       5  167827      -1.0426    5.2403e-14      -1.0426
83900       17   39387715   39390206     18      10   62895      0.81061    5.2514e-14      0.81061
83901       17   39393270   39395756     16       5  220607      -1.7226    5.2403e-14      -1.7226
85280       17   39404939   39407405     15       8  229530     -0.85198    5.2514e-14     -0.85198
81870       17   39410636   39413116     15       5  229752     -0.80612    5.2514e-14     -0.80612
100507608   17   39420630   39422612      4       2  126692     -0.53577    5.2514e-14     -0.53577
100505724   17   39430950   39432959      5       2  111218     -0.92656    5.2514e-14     -0.92656
100533177   17   39457578   39460103     10       3  294665      -1.1129    5.2403e-14      -1.1129
100505753   17   39463452   39466505     20       5  314821      -1.3144    5.2403e-14      -1.3144
83902       17   39470669   39472947     13       4  302058     -0.57544    5.2514e-14     -0.57544
3883        17   39501844   39508064     26      11  263844     -0.94815    5.2514e-14     -0.94815
3884        17   39519246   39527052     28      14  162822      -1.4879    5.2403e-14      -1.4879
3885        17   39533421   39539636     36      20  166918      -1.9374    5.2403e-14      -1.9374
3881        17   39549476   39554844     33      12  238232     -0.91299    5.2514e-14     -0.91299
8688        17   39576309   39581822     25       9  312865     -0.78567    5.2514e-14     -0.78567
8687        17   39592121   39598596     61      16  313480     -0.32189    5.2458e-14     -0.32189
3882        17   39615265   39624638     76      12  333939      0.21856    5.2486e-14      0.21856
3886        17   39632441   39638392     33      11  309565     -0.42749    5.2458e-14     -0.42749
8689        17   39641888   39649799     51      23  232952       1.1806    5.2403e-14       1.1806
3860        17   39656733   39662865     38      16  211773      0.30935    5.2458e-14      0.30935
3866        17   39669497   39679033     35       8  294334     -0.57847    5.2514e-14     -0.57847
3880        17   39679369   39685641     37      13  164254      0.67552    5.2514e-14      0.67552
3857        17   39721593   39729310     35      11  187203      -1.9963    5.2403e-14      -1.9963
3861        17   39738031   39744147     38      11  223003      -1.2018    5.2403e-14      -1.2018
3868        17   39765530   39770079     25      10  236092      0.34296    5.2458e-14      0.34296
3872        17   39775192   39781882     27      17   62540     0.040193    5.2479e-14     0.040193
10209       17   39844127   39848398     13       8  154417       -1.147    5.2403e-14       -1.147
2520        17   39867578   39872721     35      12  212951       2.0575    5.2403e-14       2.0575
9001        17   39878391   39891898    103      23  204499      0.84919    5.2514e-14      0.84919
3728        17   39910359   39943964    177      43  207754       1.3481    5.2403e-14       1.3481
10609       17   39957704   39969881     62      24  223247      0.31749    5.2458e-14      0.31749
60681       17   39967962   39979969     52      23  193074      0.54044    5.2514e-14      0.54044
115024      17   39980834   39993523     68       9  334722       0.1364    5.2486e-14       0.1364
317719      17   39991572   40005099     61      10  342296      -1.5562    5.2403e-14      -1.5562
55175       17   40009299   40022629     64      19  251015     -0.18552    5.2486e-14     -0.18552
47          17   40022669   40087795    220      37  252674       -1.441    5.2403e-14       -1.441
83538       17   40085888   40118169    125      40  242714      0.73468    5.2514e-14      0.73468
1267        17   40117737   40130254     45      20  207349      0.36857    5.2458e-14      0.36857
7266        17   40127939   40170715    126      41  218011      0.93367    5.2514e-14      0.93367
28511       17   40168594   40178159     27      14  199663       1.2205    5.2403e-14       1.2205
201181      17   40177094   40206881    105      32  161741      0.10176    5.2486e-14      0.10176
79132       17   40252922   40265751     58      16  261279      0.24776    5.2486e-14      0.24776
2648        17   40264629   40274382     34      12  234263      0.89657    5.2514e-14      0.89657
94086       17   40273756   40275871      5       2  290500       1.0202    5.2403e-14       1.0202
5878        17   40276494   40308062    126      26  234109       1.2917    5.2403e-14       1.2917
23415       17   40308410   40334296     88      34  144141      0.97204    5.2514e-14      0.97204
3060        17   40335578   40338470      6       4   90500       1.8829    5.2403e-14       1.8829
84514       17   40340605   40347550     16      11  155531        1.172    5.2403e-14        1.172
6777        17   40350695   40429478    219      63  167995       1.3971    5.2403e-14       1.3971
6776        17   40438565   40464461    100      25  245880     -0.27764    5.2458e-14     -0.27764
6774        17   40464842   40541586    260      31  241618      -0.3117    5.2458e-14      -0.3117
284119      17   40553967   40576506    118      22  331165       1.6436    5.2403e-14       1.6436
535         17   40609862   40675097    191      70  185668       1.7193    5.2403e-14       1.7193
4669        17   40686951   40696967     46      21  133444       2.3421    5.2403e-14       2.3421
3292        17   40702984   40707732     25       9  294079       2.2702    5.2403e-14       2.2702
80347       17   40712485   40718799     20      11  173841       2.5457    5.2403e-14       2.5457
6945        17   40718078   40725721     28      11  228978       2.6558    5.2403e-14       2.6558
29893       17   40723828   40730849     31      13  209151       1.8326    5.2403e-14       1.8326
162427      17   40731026   40762445     84      20  278939       2.4866    5.2403e-14       2.4866
7283        17   40760358   40767756     20      11  148605       1.4647    5.2403e-14       1.4647
27175       17   40810266   40819524     27      13  150851      0.89545    5.2514e-14      0.89545
79990       17   40819432   40830048     32      19  130040       2.5556    5.2403e-14       2.5556
2826        17   40830920   40834845      5       2  294524       1.5012    5.2403e-14       1.5012
8506        17   40833632   40852511     56      21  213736       1.5615    5.2403e-14       1.5615
2145        17   40851793   40898095    127      37  145828      0.10457    5.2486e-14      0.10457
10266       17   40912145   40915563     12       7  166586   0.00035457     5.248e-14   0.00035457
84313       17   40924454   40932118     19      13   82456     -0.57593    5.2514e-14     -0.57593
65266       17   40931632   40949584     64      18   72145      0.72899    5.2514e-14      0.72899
28958       17   40949136   40951743      9       5   66500     -0.27885    5.2458e-14     -0.27885
124817      17   40949609   40964105     37      21   88583      0.58959    5.2514e-14      0.58959
8678        17   40961650   40977310     29      21   91431       1.0496    5.2403e-14       1.0496
10197       17   40984159   40996277     33      14   39631       1.2784    5.2403e-14       1.2784
314         17   40995609   41003224     28      22  128085         0.48    5.2458e-14         0.48
8639        17   41002201   41010647     25      16   87360     -0.19827    5.2486e-14     -0.19827
2538        17   41051814   41066950     65      19  237099      0.75012    5.2514e-14      0.75012
80755       17   41102043   41117515     33      16  166972      0.20703    5.2486e-14      0.20703
100885850   17   41102043   41133545     67      24  199302      0.45009    5.2458e-14      0.45009
100885848   17   41119605   41133545     30      12  228418      0.66354    5.2514e-14      0.66354
146923      17   41131527   41146213     43      21  185407      -0.6775    5.2514e-14      -0.6775
6155        17   41149446   41155476     17       6  258783      0.46706    5.2458e-14      0.46706
3430        17   41157742   41166976     41      17  227722     -0.16322    5.2486e-14     -0.16322
10493       17   41166122   41175459     25      13  161664      -0.6678    5.2514e-14      -0.6678
8153        17   41176258   41184558     31      10  208599      0.15771    5.2486e-14      0.15771
672         17   41195812   41278500    296      20  253220      0.14791    5.2486e-14      0.14791
4077        17   41321498   41364207    170      24  204883     -0.44303    5.2458e-14     -0.44303
113277      17   41362865   41372561     33      15  168390     -0.11257    5.2486e-14     -0.11257
379         17   41475353   41479004     17       8  229125     -0.47739    5.2458e-14     -0.47739
1659        17   41560330   41604685    162      26  207848     0.052741    5.2479e-14     0.052741
2118        17   41604711   41624800     77      21  223527       0.3723    5.2458e-14       0.3723
4222        17   41717257   41740262    110      26  281570      0.14356    5.2486e-14      0.14356
50964       17   41830599   41837156     22      13  158857      0.25185    5.2458e-14      0.25185
1845        17   41842989   41857368     69      16  248093     -0.29298    5.2458e-14     -0.29298
284067      17   41856803   41862554     32       8  257465     -0.38468    5.2458e-14     -0.38468
4356        17   41877667   41911547    134      28  165229      0.48867    5.2458e-14      0.48867
146894      17   41923145   41941497     75      23  167761       1.4511    5.2403e-14       1.4511
4355        17   41952227   41988079    187      31  243402      -1.2337    5.2403e-14      -1.2337
5539        17   42017672   42020833     10       6  151912       1.3488    5.2403e-14       1.3488
5697        17   42029601   42082837    216      47  258775      0.64222    5.2514e-14      0.64222
162417      17   42081032   42086936     23       9  257808       1.0323    5.2403e-14       1.0323
84336       17   42088056   42101519     55      21  251072       0.4997    5.2458e-14       0.4997
124801      17   42111503   42145987    114      42  195152      0.72151    5.2514e-14      0.72151
92579       17   42147098   42154212     27      12  165462      0.31305    5.2458e-14      0.31305
10014       17   42153621   42202014    190      39  210658     -0.11123    5.2486e-14     -0.11123
78995       17   42218274   42240344     73      25  202966       1.2307    5.2403e-14       1.2307
92591       17   42247074   42257150     37      13  215683       1.3416    5.2403e-14       1.3416
79089       17   42263300   42269599     22      10  246583      0.92391    5.2514e-14      0.92391
56970       17   42268673   42276747     30      19  181942      0.17173    5.2486e-14      0.17173
7343        17   42281901   42299994     50      20  235850       2.4474    5.2403e-14       2.4474
6521        17   42325258   42352654    125      52  234933       1.5407    5.2403e-14       1.5407
10900       17   42384786   42396539     43      21  207578     -0.30046    5.2458e-14     -0.30046
51629       17   42396493   42403217     36      14  296874     -0.10729    5.2486e-14     -0.10729
2896        17   42421491   42430974     29      17  190683    -0.042131    5.2479e-14    -0.042131
284069      17   42430601   42442235     36      20  164769       3.6484    5.2403e-14       3.6484
3674        17   42449050   42467873     51      24  174160       3.1727    5.2403e-14       3.1727
23131       17   42472145   42581957    369      42  200463       2.1832    5.2403e-14       2.1832
2535        17   42633812   42639130     19      11  181048       2.2718    5.2403e-14       2.2718
284071      17   42732762   42756173     64      28  208271       2.1422    5.2403e-14       2.1422
124808      17   42754305   42768355     29      16  137627       1.4644    5.2403e-14       1.4644
80174       17   42784976   42830137    158      51  231281       2.2288    5.2403e-14       2.2288
4185        17   42835405   42859714    104      24  268314        2.046    5.2403e-14        2.046
10052       17   42875316   42909179    109      34  222252        2.997    5.2403e-14        2.997
51751       17   42922721   42928348     34      14  260148       2.3075    5.2403e-14       2.3075
9343        17   42927155   42977993    236      41  302116       1.5583    5.2403e-14       1.5583
388389      17   42976080   42984041     41      12  320271       1.4882    5.2403e-14       1.4882
2670        17   42982494   42993920     61      21  310540       1.1714    5.2403e-14       1.1714
146909      17   43001579   43026079    116      38  294066      0.93236    5.2514e-14      0.93236
10882       17   43036561   43046644     39      14  349635       1.1754    5.2403e-14       1.1754
79877       17   43100206   43139473    182      38  253059       1.8293    5.2403e-14       1.8293
4836        17   43137322   43186884    272      33  261396       1.5109    5.2403e-14       1.5109
113026      17   43188508   43210891    124      45  221449       2.3739    5.2403e-14       2.3739
79777       17   43208967   43222048     42      19  227518       2.0908    5.2403e-14       2.0908
10614       17   43223684   43229968     19      11  136465       1.6781    5.2403e-14       1.6781
124790      17   43236502   43247906     34      18  138772       2.4666    5.2403e-14       2.4666
752         17   43298192   43325185    105      31  227407      0.42492    5.2458e-14      0.42492
124783      17   43331260   43340479     38      10  335535     -0.59438    5.2514e-14     -0.59438
9020        17   43339988   43395414    195      43  259930      0.55447    5.2514e-14      0.55447
201176      17   43470768   43511282    178      25  257558       6.1276    5.2403e-14       6.1276
9842        17   43512766   43569146    172      27  248367        7.064    5.2403e-14        7.064
1394        17   43696710   43913694   1353      26  337625       6.8056    5.2403e-14       6.8056
162540      17   43921256   43924938     32       5  335813       6.8904    5.2403e-14       6.8904
4137        17   43970702   44106200    923      14  345959       6.7338    5.2403e-14       6.7338
246744      17   44075616   44077560      5       1  482730        5.816    5.2403e-14        5.816
284058      17   44106782   44303740    843      52  282832       7.0127    5.2403e-14       7.0127
9884        17   44315744   44415660     99      25  106577       7.2059    5.2403e-14       7.2059
100506084   17   44351050   44440416     44      15  110928       7.1969    5.2403e-14       7.1969
51326       17   44576684   44658155     11       5   15286       1.5834    5.2403e-14       1.5834
474170      17   44586323   44633516      7       3   16882       1.0875    5.2403e-14       1.0875
4905        17   44667035   44835330    161      34  201689        6.269    5.2403e-14        6.269
7473        17   44839372   44897126    228      66  206076        6.356    5.2403e-14        6.356
7484        17   44927952   44964596    134      54  210025       1.5599    5.2403e-14       1.5599
9570        17   44999486   45044866    192      29  299606      0.70056    5.2514e-14      0.70056
388394      17   45055022   45057614     10       5  390641     -0.77796    5.2514e-14     -0.77796
996         17   45194810   45267665    252      39  289810      -1.4934    5.2403e-14      -1.4934
4635        17   45265728   45301545    148      48  257742      -1.8708    5.2403e-14      -1.8708
3690        17   45330208   45390577    312      34  311884     -0.80217    5.2514e-14     -0.80217
124989      17   45400327   45519178    533      31  275389      0.59185    5.2514e-14      0.59185
